shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono3_fix1/shell1_X0_Y-1_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751473146237 11.474829462410433 8.69884916629692 24.73943010185359 18  0.00045396 0.00047224 0.00051448 0.00070972 0.00072637 0.00070913 0.00072632 -0.00000001 -0.00000000 -0.00025517 -0.00023689 -0.00021184
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono3_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751473146237 11.50145518534497 8.698849166296922 24.766055824788133 18  -0.00004366 -0.00001895 0.00001636 0.00015447 0.00015559 0.00015432 0.00015576 -0.00000001 0.00000000 -0.00019798 -0.00017327 -0.00013940
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X0_Y1_Z-1_mono1_fix1//test20tig_AVDZ// DONE 4.565751472509687 11.527201393390225 8.69884916629692 24.79180203219683 18  0.00339722 0.00335682 0.00332514 0.00375000 0.00377238 0.00374887 0.00377253 -0.00000001 -0.00000000 -0.00035164 -0.00039204 -0.00044739
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z0_mono0_fix1/shell2_X-2_Y0_Z0_mono0_fix1//test20tig_AVDZ// DONE 6.283227169962361 12.297608531859105 6.283227169962361 24.864062871783823 9  0.00144763 0.00145083 0.00148210 0.00197846 0.00200526 0.00197858 0.00200547 -0.00000001 0.00000000 -0.00053094 -0.00052775 -0.00052337
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 8.813938135457056 11.50145518534497 4.565751473146237 24.88114479394826 18  -0.00005238 -0.00004427 -0.00000616 -0.00000835 0.00001911 -0.00000841 0.00001857 -0.00000001 0.00000000 -0.00004397 -0.00003585 -0.00002473
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X0_Y-1_Z1_mono0_fix1//test20tig_AVDZ// DONE 4.565751472509687 8.813938135457056 11.527201393390223 24.906891001356968 18  0.00164630 0.00165390 0.00166463 0.00196552 0.00196576 0.00196524 0.00196554 -0.00000001 -0.00000000 -0.00031892 -0.00031132 -0.00030091
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X-1_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 7.57376537453448 7.5737653974569294 9.762161009190821 24.909691781182232 18  0.00042332 0.00043533 0.00044915 0.00053085 0.00052795 0.00053073 0.00052806 -0.00000002 0.00000000 -0.00010739 -0.00009538 -0.00007891
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y0_Z-1_mono2_fix1//test20tig_AVDZ// DONE 7.57376537453448 9.763617675955022 7.5737653823317075 24.911148432821207 18  0.00019821 0.00017751 0.00015343 0.00014417 0.00014831 0.00014390 0.00014817 -0.00000002 0.00000000 0.00005434 0.00003363 0.00000525
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X-1_Y-1_Z0_mono0_fix1//test20tig_AVDZ// DONE 4.565751472509687 8.813938135457056 11.553299729505836 24.932989337472577 18  0.00149070 0.00148096 0.00147694 0.00174359 0.00175202 0.00174320 0.00175254 -0.00000001 -0.00000000 -0.00025249 -0.00026224 -0.00027560
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X1_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 4.565751472509687 11.553299729505836 8.813938135457056 24.932989337472577 18  -0.00246088 -0.00243194 -0.00241071 -0.00285785 -0.00287703 -0.00285866 -0.00287710 -0.00000000 0.00000000 0.00039778 0.00042672 0.00046638
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z0_mono2_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 9.762161009125473 7.664413314073836 7.57376537453448 25.000339697733786 18  0.00041154 0.00039874 0.00038251 0.00043023 0.00043141 0.00043026 0.00043156 -0.00000001 0.00000000 -0.00001871 -0.00003151 -0.00004905
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z1_mono3_fix1/shell1_X-1_Y0_Z0_mono2_fix1//test20tig_AVDZ// DONE 9.762161009190821 7.66441332146008 7.5737653823317075 25.00033971298261 18  -0.00006601 -0.00007015 -0.00007255 -0.00011341 -0.00010981 -0.00011324 -0.00011000 -0.00000001 0.00000000 0.00004724 0.00004311 0.00003744
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono2_fix1/shell1_X1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 9.763617675955022 7.573765382331708 7.664413321585641 25.00179637987237 18  -0.00009551 -0.00010852 -0.00012797 -0.00018779 -0.00018932 -0.00018774 -0.00018937 -0.00000001 -0.00000000 0.00009224 0.00007923 0.00006141
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z1_mono1_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.573765405254159 7.664413314073836 9.763617676156576 25.00179639548457 18  -0.00008321 -0.00010442 -0.00013714 -0.00018451 -0.00018789 -0.00018444 -0.00018810 -0.00000001 -0.00000000 0.00010124 0.00008003 0.00005096
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono1_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 9.762161009125471 7.664413314073836 7.664413321585641 25.09098764478495 18  -0.00046336 -0.00046901 -0.00047987 -0.00062027 -0.00062338 -0.00062014 -0.00062326 -0.00000001 0.00000000 0.00015679 0.00015114 0.00014339
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono2_fix1/shell1_X0_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 9.763617675955022 7.66441332146008 7.664413329244468 25.092444326659567 18  0.00011387 0.00011103 0.00010602 0.00011178 0.00011095 0.00011229 0.00011118 -0.00000001 -0.00000000 0.00000158 -0.00000126 -0.00000515
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y1_Z0_mono0_fix1//test20tig_AVDZ// DONE 7.57376537453448 6.283227169962359 11.474829462410431 25.33182200690727 18  -0.00107442 -0.00108933 -0.00112979 -0.00138988 -0.00140981 -0.00139015 -0.00141018 -0.00000001 0.00000000 0.00031574 0.00030082 0.00028039
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y-1_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.57376537453448 11.474829462410433 6.283227169962359 25.331822006907274 18  -0.00001097 -0.00002244 -0.00003572 -0.00000699 -0.00000406 -0.00000664 -0.00000422 -0.00000001 0.00000000 -0.00000432 -0.00001578 -0.00003150
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.57376537453448 11.50145518534497 6.2832271699623625 25.35844772984181 18  0.00040551 0.00040952 0.00042153 0.00053186 0.00053801 0.00053189 0.00053841 -0.00000001 0.00000000 -0.00012637 -0.00012237 -0.00011688
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X1_Y0_Z0_mono0_fix1//test20tig_AVDZ// DONE 7.57376537453448 6.283227169962361 11.50145518534497 25.35844772984181 18  0.00148941 0.00147517 0.00147445 0.00181828 0.00183723 0.00181851 0.00183729 -0.00000001 -0.00000000 -0.00032909 -0.00034333 -0.00036283
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 6.283227169962361 7.664413314073836 11.527201388382554 25.47484187241875 18  -0.00045720 -0.00044543 -0.00043801 -0.00054106 -0.00054994 -0.00054127 -0.00054999 -0.00000001 -0.00000001 0.00008408 0.00009586 0.00011199
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z0_mono3_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 11.527201388382554 7.664413314073836 6.2832271699623625 25.474841872418754 18  0.00036575 0.00036184 0.00036525 0.00045883 0.00046810 0.00045903 0.00046778 -0.00000001 0.00000000 -0.00009326 -0.00009717 -0.00010253
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z0_mono0_fix1/shell2_X0_Y2_Z0_mono3_fix1//test20tig_AVDZ// DONE 6.283227169962359 11.55329973447932 7.664413314073836 25.500940218515513 18  -0.00019582 -0.00020193 -0.00020406 -0.00027074 -0.00026445 -0.00027104 -0.00026480 -0.00000001 -0.00000000 0.00007522 0.00006911 0.00006075
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z0_mono3_fix1/shell2_X0_Y2_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.664413314073836 11.55329973447932 6.2832271699623625 25.500940218515517 18  -0.00060867 -0.00062003 -0.00064537 -0.00082210 -0.00083255 -0.00082248 -0.00083226 -0.00000001 -0.00000000 0.00021382 0.00020247 0.00018690
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y-1_Z-1_mono0_fix1/shell1_X1_Y0_Z-1_mono0_fix1//test20tig_AVDZ// DONE 10.574170213290166 8.69884916629692 6.283227169962359 25.556246549549446 18  0.00014757 0.00016888 0.00020773 0.00023214 0.00024027 0.00023198 0.00024162 0.00000000 -0.00000000 -0.00008442 -0.00006310 -0.00003389
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono0_fix1/shell1_X-1_Y1_Z0_mono0_fix1//test20tig_AVDZ// DONE 10.707029454809257 8.69884916629692 6.283227169962361 25.689105791068535 18  0.00059072 0.00060869 0.00064017 0.00076037 0.00076730 0.00076036 0.00076718 -0.00000002 0.00000001 -0.00016962 -0.00015165 -0.00012702
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono2_fix1/shell1_X-1_Y0_Z1_mono3_fix1//test20tig_AVDZ// DONE 4.565751472509687 9.762161009190821 11.47482946752842 25.802741949228928 18  -0.00028058 -0.00027909 -0.00028240 -0.00047601 -0.00048144 -0.00047614 -0.00048148 -0.00000000 -0.00000000 0.00019557 0.00019705 0.00019908
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z1_mono3_fix1/shell1_X0_Y0_Z1_mono2_fix1//test20tig_AVDZ// DONE 9.762161009190821 4.565751485280802 11.474829462410431 25.802741956882052 18  -0.00015398 -0.00015746 -0.00016965 0.00000120 -0.00000681 0.00000092 -0.00000650 -0.00000001 0.00000000 -0.00015490 -0.00015838 -0.00016315
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X-1_Y1_Z-1_mono0_fix1//test20tig_AVDZ// DONE 8.813938135457056 10.707029454809257 6.283227169962359 25.804194760228672 36  -0.00018198 -0.00017860 -0.00017225 -0.00024849 -0.00024665 -0.00024830 -0.00024660 -0.00000002 0.00000001 0.00006634 0.00006971 0.00007434
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1/shell1_X0_Y0_Z-1_mono1_fix1//test20tig_AVDZ// DONE 9.762161015101716 9.762161009125471 6.283227169962361 25.807549194189548 18  -0.00058217 -0.00054828 -0.00050324 -0.00067038 -0.00067214 -0.00067044 -0.00067185 -0.00000001 0.00000001 0.00008828 0.00012217 0.00016861
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y-1_Z-1_mono2_fix1/shell1_X0_Y0_Z-1_mono2_fix1//test20tig_AVDZ// DONE 9.763617681924476 9.763617675955022 6.283227169962361 25.810462527841857 18  -0.00025255 -0.00026011 -0.00027590 -0.00036765 -0.00037308 -0.00036768 -0.00037311 -0.00000001 0.00000000 0.00011514 0.00010757 0.00009721
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y-1_Z1_mono3_fix1/shell1_X0_Y0_Z1_mono1_fix1//test20tig_AVDZ// DONE 9.763617676156576 4.565751485174007 11.50145518534497 25.830824346675552 18  0.00026252 0.00029202 0.00033109 0.00051589 0.00051415 0.00051551 0.00051415 -0.00000001 -0.00000000 -0.00025297 -0.00022348 -0.00018306
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z0_mono3_fix1/shell2_X-2_Y0_Z0_mono1_fix1//test20tig_AVDZ// DONE 11.50145518534497 9.763617693864175 4.565751473146237 25.83082435235538 18  0.00107846 0.00106605 0.00106197 0.00107042 0.00108320 0.00107010 0.00108303 -0.00000000 -0.00000000 0.00000837 -0.00000404 -0.00002105
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono2_fix1/shell1_X-1_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751472509687 11.527201388382554 9.763617676156574 25.856570537048814 18  -0.00114485 -0.00112766 -0.00110291 -0.00130813 -0.00130718 -0.00130834 -0.00130716 -0.00000001 -0.00000000 0.00016350 0.00018070 0.00020426
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono2_fix1/shell1_X1_Y0_Z0_mono1_fix1//test20tig_AVDZ// DONE 4.565751485280802 9.763617675955024 11.527201393390223 25.856570554626046 18  0.00008618 0.00007235 0.00005270 0.00006492 0.00006436 0.00006489 0.00006419 -0.00000001 -0.00000000 0.00002130 0.00000747 -0.00001148
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono1_fix1/shell1_X0_Y0_Z1_mono3_fix1//test20tig_AVDZ// DONE 9.762161009125471 4.565751473146237 11.55329973447932 25.881212216751027 18  -0.00106090 -0.00104388 -0.00103004 -0.00126711 -0.00127693 -0.00126746 -0.00127696 -0.00000001 -0.00000000 0.00020657 0.00022359 0.00024692
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X0_Y1_Z1_mono2_fix1//test20tig_AVDZ// DONE 4.565751472509687 9.762161015101716 11.553299729505836 25.881212217117238 18  -0.00088272 -0.00087417 -0.00086397 -0.00114278 -0.00114432 -0.00114281 -0.00114433 -0.00000001 -0.00000000 0.00026010 0.00026865 0.00028037
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X1_Y0_Z-1_mono0_fix1//test20tig_AVDZ// DONE 7.57376537453448 8.69884916629692 9.762161009190821 26.034775550022218 18  -0.00005227 -0.00006638 -0.00009163 -0.00013984 -0.00014549 -0.00013989 -0.00014580 -0.00000001 0.00000000 0.00008763 0.00007351 0.00005417
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y0_Z-1_mono0_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 8.69884916629692 7.664413314073836 9.762161015036366 26.125423495407123 18  0.00009721 0.00010770 0.00012578 0.00013663 0.00014037 0.00013673 0.00014042 -0.00000000 -0.00000000 -0.00003952 -0.00002902 -0.00001464
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono2_fix1/shell1_X-1_Y0_Z0_mono2_fix1//test20tig_AVDZ// DONE 9.763617675955022 7.66441332146008 8.69884916629692 26.12688016371202 18  0.00050427 0.00051800 0.00053389 0.00065050 0.00064781 0.00065035 0.00064743 -0.00000000 -0.00000000 -0.00014608 -0.00013235 -0.00011354
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z1_mono0_fix1/shell1_X-1_Y0_Z0_mono2_fix1//test20tig_AVDZ// DONE 8.69884916629692 7.66441332146008 9.763617675955022 26.12688016371202 18  0.00022317 0.00018917 0.00014297 0.00015362 0.00015402 0.00015363 0.00015402 -0.00000000 -0.00000000 0.00006954 0.00003554 -0.00001105
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X-1_Y0_Z1_mono3_fix1//test20tig_AVDZ// DONE 7.57376537453448 9.762161009190821 8.813938135457056 26.14986451918236 18  0.00016876 0.00015801 0.00014518 0.00015690 0.00015854 0.00015687 0.00015875 -0.00000001 0.00000000 0.00001189 0.00000115 -0.00001357
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y1_Z-1_mono0_fix1//test20tig_AVDZ// DONE 7.57376537453448 8.813938135457056 9.763617676156574 26.15132118614811 18  0.00027437 0.00024677 0.00020868 0.00024675 0.00024642 0.00024675 0.00024648 -0.00000001 0.00000000 0.00002763 0.00000003 -0.00003780
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y-1_Z1_mono3_fix1//test20tig_AVDZ// DONE 7.57376537453448 9.763617676156576 8.813938135457056 26.15132118614811 18  0.00029130 0.00028039 0.00026463 0.00030620 0.00030537 0.00030588 0.00030506 -0.00000001 0.00000000 -0.00001457 -0.00002548 -0.00004043
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X-1_Y1_Z0_mono0_fix1//test20tig_AVDZ// DONE 8.813938135457056 8.69884916629692 8.69884916629692 26.211636468050894 18  0.00051957 0.00050447 0.00048028 0.00057645 0.00057383 0.00057655 0.00057304 -0.00000001 -0.00000000 -0.00005697 -0.00007207 -0.00009276
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z1_mono3_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 9.762161015036366 7.664413314073836 8.813938135457056 26.24051246456726 18  -0.00017005 -0.00016867 -0.00016628 -0.00022776 -0.00022762 -0.00022786 -0.00022735 -0.00000001 -0.00000000 0.00005781 0.00005919 0.00006107
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X-1_Y0_Z1_mono0_fix1//test20tig_AVDZ// DONE 4.565751472509687 8.69884916629692 13.032796468426522 26.29739710723313 18  -0.00272403 -0.00273800 -0.00277116 -0.00333368 -0.00334781 -0.00333376 -0.00334777 0.00000000 -0.00000000 0.00060973 0.00059576 0.00057661
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X1_Y0_Z-1_mono1_fix1//test20tig_AVDZ// DONE 4.565751472509687 13.032796468426522 8.813938135457056 26.412486076393265 18  -0.00174477 -0.00171228 -0.00166768 -0.00180721 -0.00180696 -0.00180707 -0.00180700 -0.00000000 -0.00000000 0.00006231 0.00009480 0.00013932
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X0_Y1_Z-1_mono0_fix1//test20tig_AVDZ// DONE 8.813938135457056 8.813938135457056 8.813938135457056 26.441814406371165 6  -0.00017064 -0.00017675 -0.00018510 -0.00025759 -0.00025760 -0.00025732 -0.00025731 -0.00000000 -0.00000000 0.00008668 0.00008058 0.00007221
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y-1_Z-1_mono0_fix1/shell1_X1_Y-1_Z0_mono3_fix1//test20tig_AVDZ// DONE 10.574170213290166 11.474829467528421 4.565751473146237 26.614751153964825 18  -0.00009041 -0.00010376 -0.00012383 -0.00018707 -0.00018928 -0.00018685 -0.00018863 -0.00000000 -0.00000000 0.00009645 0.00008310 0.00006480
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X1_Y0_Z0_mono2_fix1//test20tig_AVDZ// DONE 7.57376537453448 7.573765389968425 11.474829462410431 26.622360226913337 18  0.00013093 0.00012955 0.00012232 0.00010442 0.00009901 0.00010408 0.00009872 -0.00000002 0.00000000 0.00002686 0.00002549 0.00002360
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono1_fix1/shell2_X0_Y0_Z-2_mono0_fix1//test20tig_AVDZ// DONE 9.762161009125471 12.297608531859106 4.565751485174008 26.625521026158584 18  -0.00120360 -0.00118349 -0.00115458 -0.00149869 -0.00149785 -0.00149923 -0.00149788 -0.00000001 -0.00000000 0.00029564 0.00031575 0.00034330
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z0_mono2_fix1/shell2_X0_Y2_Z0_mono0_fix1//test20tig_AVDZ// DONE 9.762161009125473 12.297608531859105 4.565751485174007 26.625521026158584 18  -0.00049828 -0.00047636 -0.00043535 -0.00047731 -0.00046659 -0.00047759 -0.00046663 -0.00000001 -0.00000000 -0.00002069 0.00000124 0.00003129
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z1_mono3_fix1/shell2_X0_Y2_Z0_mono0_fix1//test20tig_AVDZ// DONE 4.565751484644253 12.297608531859105 9.763617676156574 26.62697769265993 18  -0.00052609 -0.00051477 -0.00050130 -0.00047826 -0.00048051 -0.00047840 -0.00048044 -0.00000001 -0.00000000 -0.00004768 -0.00003636 -0.00002085
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y-1_Z1_mono3_fix1/shell1_X0_Y1_Z1_mono3_fix1//test20tig_AVDZ// DONE 9.763617676156576 4.565751484644253 12.297608531859106 26.626977692659935 18  -0.00174530 -0.00174486 -0.00175623 -0.00213201 -0.00214493 -0.00213268 -0.00214466 -0.00000000 -0.00000000 0.00038738 0.00038782 0.00038843
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z1_mono3_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751484644253 11.50145518534497 10.574170213290166 26.64137688327939 18  0.00333651 0.00330210 0.00327321 0.00390114 0.00392031 0.00390239 0.00392066 -0.00000001 0.00000000 -0.00056587 -0.00060029 -0.00064745
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X-1_Y0_Z1_mono2_fix1//test20tig_AVDZ// DONE 7.57376537453448 7.57376539745693 11.527201388382554 26.674732160373964 18  -0.00060873 -0.00060064 -0.00059012 -0.00073596 -0.00073658 -0.00073594 -0.00073654 -0.00000002 0.00000000 0.00012722 0.00013532 0.00014642
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 7.57376537453448 7.66441332146008 11.50145518534497 26.73963388133953 18  0.00052521 0.00050054 0.00046943 0.00055519 0.00055800 0.00055524 0.00055794 -0.00000001 0.00000000 -0.00003002 -0.00005469 -0.00008850
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y-1_Z-1_mono1_fix1//test20tig_AVDZ// DONE 7.57376537453448 11.501455195465962 7.664413321585642 26.73963389158608 18  0.00040996 0.00038048 0.00033912 0.00041597 0.00041472 0.00041560 0.00041465 -0.00000001 0.00000000 -0.00000564 -0.00003512 -0.00007553
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono3_fix1/shell1_X1_Y-1_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751473146237 11.474829467528421 10.707029454809259 26.747610395483918 18  0.00126678 0.00124390 0.00121186 0.00143258 0.00143166 0.00143249 0.00143178 -0.00000001 0.00000000 -0.00016570 -0.00018858 -0.00021992
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y-1_Z-1_mono0_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 10.707029454809259 11.50145518534497 4.565751484644253 26.77423612479848 18  0.00011142 0.00010994 0.00010895 -0.00001855 -0.00001763 -0.00001897 -0.00001794 -0.00000001 -0.00000000 0.00013040 0.00012892 0.00012689
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X-1_Y0_Z-1_mono2_fix1//test20tig_AVDZ// DONE 7.57376537453448 11.553299729505836 7.664413321585641 26.791478425625957 18  0.00017012 0.00015361 0.00013078 0.00015473 0.00015454 0.00015453 0.00015432 -0.00000001 0.00000000 0.00001560 -0.00000092 -0.00002355
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z0_mono2_fix1/shell1_X1_Y0_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.66441332146008 7.573765382331708 11.55329973447932 26.791478438271106 18  -0.00006618 -0.00008203 -0.00010200 -0.00012418 -0.00012252 -0.00012442 -0.00012269 -0.00000001 0.00000000 0.00005825 0.00004240 0.00002069
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono0_fix1/shell1_X-1_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 10.707029454809257 11.527201388382554 4.565751473146237 26.799982316338046 18  -0.00054697 -0.00052529 -0.00049675 -0.00065673 -0.00065780 -0.00065658 -0.00065774 -0.00000001 -0.00000000 0.00010962 0.00013130 0.00016099
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z1_mono3_fix1/shell1_X-1_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 4.565751473146237 11.527201388382554 10.707029454809257 26.799982316338053 18  0.00091007 0.00091957 0.00093545 0.00107322 0.00107573 0.00107293 0.00107579 -0.00000001 0.00000000 -0.00016285 -0.00015336 -0.00014034
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z1_mono1_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 7.664413328971884 7.664413314073836 11.474829462410433 26.803656105456152 18  0.00037938 0.00035688 0.00032592 0.00040682 0.00040709 0.00040687 0.00040675 -0.00000001 -0.00000001 -0.00002748 -0.00004998 -0.00008082
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X-1_Y-1_Z-1_mono0_fix1//test20tig_AVDZ// DONE 4.565751472509687 10.707029454809259 11.553299734517752 26.8260806618367 18  -0.00023420 -0.00022586 -0.00020945 -0.00042041 -0.00041557 -0.00042072 -0.00041575 -0.00000001 -0.00000000 0.00018652 0.00019487 0.00020630
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono1_fix1/shell1_X1_Y1_Z1_mono1_fix1//test20tig_AVDZ// DONE 4.565751472509687 11.553299734517752 10.707029454809259 26.8260806618367 18  0.00005739 0.00006695 0.00007917 0.00005922 0.00005776 0.00005886 0.00005797 -0.00000001 -0.00000000 -0.00000147 0.00000810 0.00002120
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z-1_mono1_fix1/shell1_X0_Y1_Z0_mono3_fix1//test20tig_AVDZ// DONE 11.527201393390225 7.664413314073836 7.664413314073836 26.8560280215379 18  0.00008017 0.00006995 0.00005459 0.00006277 0.00006113 0.00006274 0.00006137 -0.00000001 -0.00000001 0.00001744 0.00000722 -0.00000677
shell0_X0_Y0_Z0_mono0_fix1/shell0_X0_Y0_Z0_mono3_fix1/shell1_X0_Y0_Z-1_mono3_fix1//test20tig_AVDZ// DONE 7.57376537453448 13.014818882472335 6.28322716996236 26.871811426969174 18  -0.00006722 -0.00005554 -0.00004145 0.00001216 0.00001039 0.00001214 0.00001021 -0.00000001 -0.00000000 -0.00007935 -0.00006767 -0.00005166
