4.38165304261412 -3.011481024
4.689718751012225 -4.289059803
4.689718793492955 -5.566641041
4.689720349898126 -6.84421622
4.689720404504576 -8.121788738
4.8542918473850225 -10.35305118
4.879875191366439 -11.235171546
4.879875284071528 -12.117290608
4.879876783261088 -12.999405509999999
4.879876784204481 -13.881519227999998
6.064820747978854 -14.454178465999998
6.602802553139406 -14.614231779999999
6.810811507043177 -14.757412958
7.324543867648097 -14.807845577
7.324543907536211 -14.858278169
7.324546685996958 -14.908710611
7.3245467079324795 -14.959143078
7.64669015623292 -14.98785335
7.646690203091246 -15.016563605
7.64669296991229 -15.045273714
7.646692981710969 -15.073983839
7.918115177639053 -15.134353819000001
7.9370587750867125 -15.166987634000002
7.937058818163156 -15.199621383000002
7.937059651198265 -15.232255088000002
7.937059665509641 -15.264888856000002
7.94785401225415 -15.301311892000003
8.165893982210708 -15.368938740000003
8.232858600601466 -15.388635960000002
8.232858625612328 -15.408333229000002
8.232859489005401 -15.428030455000002
8.232859518875284 -15.447727631000001
8.27527950048686 -15.468036659000001
8.293258355384793 -15.505130325000001
8.971985427673124 -15.536087727000002
9.035177165497887 -15.554892829000002
9.153763844015145 -15.583694051000002
9.295490539077504 -15.612199367000002
9.361506889970096 -15.630480917000002
9.387373487374097 -15.635609355000001
9.573570512557703 -15.646458897000002
9.573570545117207 -15.657308402000002
9.573572628954876 -15.668157867000001
9.573572643884125 -15.679007369
9.80780491502408 -15.688399213
9.903259070833585 -15.705448631
