shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X0_Y0_Z-1_mono0_fix1//test20tig_AVDZ// DONE 6.064820747978854 4.38165304261412 4.854291847385022 15.300765637977996 6 0.01864486 0.01008956 0.01008926 -0.00000001 0.00855560 0.00795962 0.00830417
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1/shell1_X0_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 4.689718751012225 4.689720349898127 6.064820740141162 15.444259841051514 2 0.01110136 0.00176852 0.00176801 -0.00000000 0.00933335 0.00883363 0.00912253
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1//test20tig_AVDZ// DONE 6.064820747978854 4.689718751012225 4.689720349898127 15.444259848889207 4 0.01110158 0.00176887 0.00176837 -0.00000001 0.00933322 0.00883350 0.00912240
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono0_fix1/shell1_X1_Y0_Z-1_mono0_fix1//test20tig_AVDZ// DONE 4.38165304261412 6.602802553139408 4.854291847385022 15.838747443138548 6 0.00416029 -0.00434913 -0.00434981 -0.00000000 0.00851011 0.00809595 0.00833539
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1/shell1_X-1_Y1_Z-1_mono1_fix1//test20tig_AVDZ// DONE 4.689718793492955 4.689718751012225 6.810810873136547 16.190248417641726 2 0.01123563 0.00660215 0.00660141 -0.00000001 0.00463423 0.00428561 0.00448716
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1/shell1_X0_Y1_Z0_mono0_fix1//test20tig_AVDZ// DONE 4.689718751012225 6.810811507043177 4.689718793492955 16.190249051548356 4 0.01123597 0.00660214 0.00660139 -0.00000001 0.00463459 0.00428568 0.00448739
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z-1_mono1_fix1/shell1_X-1_Y1_Z0_mono1_fix1//test20tig_AVDZ// DONE 4.879875191366439 4.879876784204481 6.602801743528848 16.36255371909977 2 -0.01497328 -0.02056935 -0.02056834 -0.00000001 0.00559507 0.00607080 0.00579576
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y1_Z-1_mono1_fix1/shell1_X1_Y0_Z-1_mono0_fix1//test20tig_AVDZ// DONE 4.879875191366439 6.602802553139408 4.879876784204481 16.362554528710326 4 -0.01497178 -0.02056973 -0.02056874 -0.00000000 0.00559696 0.00606854 0.00579591
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1/shell2_X-1_Y1_Z-2_mono1_fix1//test20tig_AVDZ// DONE 4.689718751012225 7.3245438676480985 4.381652121160035 16.39591473982036 2 -0.00017127 0.00080863 0.00080804 -0.00000002 -0.00097930 -0.00081393 -0.00090954
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1/shell2_X-1_Y0_Z-2_mono1_fix1//test20tig_AVDZ// DONE 4.689718793492955 7.324543907536211 4.381652121160035 16.3959148221892 2 0.00376750 0.00418306 0.00418276 -0.00000001 -0.00041525 -0.00039051 -0.00040481
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1/shell1_X0_Y0_Z1_mono0_fix1//test20tig_AVDZ// DONE 4.689718751012225 4.381653042614121 7.3245438676480985 16.395915661274444 4 0.00376786 0.00418327 0.00418291 -0.00000001 -0.00041504 -0.00039073 -0.00040478
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1/shell1_X0_Y0_Z1_mono0_fix1//test20tig_AVDZ// DONE 4.689718793492955 4.381653042614121 7.324543907536211 16.395915743643286 4 -0.00017102 0.00080850 0.00080794 -0.00000001 -0.00097896 -0.00081379 -0.00090928
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono1_fix1/shell1_X0_Y1_Z-1_mono1_fix1//test20tig_AVDZ// DONE 4.8798752840715265 4.879875191366439 6.810810873136547 16.57056134857451 2 -0.01368011 -0.01667423 -0.01667407 -0.00000002 0.00299397 0.00367783 0.00328247
