shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono0_fix1//test20tig_AVTZ// DONE 10.335202333258081 4 .001246691
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y-1_Z-1_mono0_fix1//test20tig_AVTZ// DONE 10.43816662971961 4 .000072295
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y2_Z-1_mono3_fix1//test20tig_AVTZ// DONE 10.880867938006704 4 .000302027
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y0_Z-1_mono3_fix1//test20tig_AVTZ// DONE 10.880867940461021 4 .000302027
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y0_Z-1_mono2_fix1//test20tig_AVTZ// DONE 10.938276656130684 4 .000421031
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono2_fix1//test20tig_AVTZ// DONE 10.981348313483988 4 .000057240
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y-1_Z-1_mono1_fix1//test20tig_AVTZ// DONE 11.143713760649018 6 .000497821
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y2_Z-1_mono1_fix1//test20tig_AVTZ// DONE 11.143714291345113 4 .000497821
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y0_Z-2_mono0_fix1//test20tig_AVTZ// DONE 11.29705896538643 2 .000022660
shell0_X0_Y0_Z0_mono0_fix1/shell1_X1_Y-1_Z0_mono2_fix1//test20tig_AVTZ// DONE 11.315755743122565 2 .001003480
shell0_X0_Y0_Z0_mono0_fix1/shell2_X-1_Y2_Z0_mono2_fix1//test20tig_AVTZ// DONE 11.315756254589916 2 .001003479
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z-1_mono1_fix1//test20tig_AVTZ// DONE 11.348866390169837 4 .000335556
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono1_fix1//test20tig_AVTZ// DONE 11.348866569053104 4 .000335556
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y-1_Z0_mono2_fix1//test20tig_AVTZ// DONE 11.435515355585895 4 .000080231
shell0_X0_Y0_Z0_mono0_fix1/shell2_X-1_Y2_Z0_mono3_fix1//test20tig_AVTZ// DONE 11.502609029793192 4 .000416575
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y0_Z0_mono3_fix1//test20tig_AVTZ// DONE 11.502609040752764 4 .000416574
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y0_Z-2_mono1_fix1//test20tig_AVTZ// DONE 12.087810429752329 4 .000049221
shell0_X0_Y0_Z0_mono0_fix1/shell2_X1_Y0_Z-2_mono1_fix1//test20tig_AVTZ// DONE 12.08781055914772 4 .000049222
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y-2_Z0_mono0_fix1//test20tig_AVTZ// DONE 12.101112883300878 2 .000408606
shell0_X0_Y0_Z0_mono0_fix1/shell1_X0_Y-1_Z-1_mono2_fix1//test20tig_AVTZ// DONE 12.402534423033304 4 .000184553
shell0_X0_Y0_Z0_mono0_fix1/shell2_X2_Y0_Z0_mono0_fix1//test20tig_AVTZ// DONE 12.473424418076702 2 .000227262
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y1_Z-1_mono3_fix1//test20tig_AVTZ// DONE 12.606380859935932 4 .000121959
shell0_X0_Y0_Z0_mono0_fix1/shell2_X0_Y-1_Z-2_mono0_fix1//test20tig_AVTZ// DONE 12.786647189942059 4 .000064718
shell0_X0_Y0_Z0_mono0_fix1/shell3_X0_Y3_Z0_mono3_fix1//test20tig_AVTZ// DONE 12.802997308621594 8 .000277665
shell0_X0_Y0_Z0_mono0_fix1/shell2_X-1_Y0_Z-2_mono0_fix1//test20tig_AVTZ// DONE 12.874556923372797 4 .000044943
shell0_X0_Y0_Z0_mono0_fix1/shell1_X-1_Y-1_Z0_mono1_fix1//test20tig_AVTZ// DONE 13.025923661503402 2 .000221595
shell0_X0_Y0_Z0_mono0_fix1/shell2_X2_Y-1_Z0_mono1_fix1//test20tig_AVTZ// DONE 13.025924043445965 2 .000221595
shell0_X0_Y0_Z0_mono0_fix1/shell2_X2_Y0_Z0_mono2_fix1//test20tig_AVTZ// DONE 13.10633555150687 4 .000259198
