1.856076474560413914e+01 -6.212142857226869708e-04 -5.960176539278409227e-04 -6.764424142984648645e-04 -5.945364066415200453e-04 -7.490264766193039953e-04 -6.050716918371423650e-04 -6.217092453669436887e-04 -6.227774498402161062e-04
1.855807330425707136e+01 -1.853069967490836301e-03 -1.857380503757983950e-03 -1.963143169486173019e-03 -1.718707087320240105e-03 -2.008988913431047994e-03 -1.840075522036348655e-03 -1.880619861225172381e-03 -1.996248202755191922e-03
1.854260717401356828e+01 -2.312860683005043064e-03 -2.340287002641769538e-03 -2.441902427613773085e-03 -2.288409048663839814e-03 -2.532792473454767868e-03 -2.291155010086380964e-03 -2.372413893444114564e-03 -2.540622940565072201e-03
1.849526349966685856e+01 -9.170530193480241898e-04 -8.403564562951403461e-04 -1.004729881991163042e-03 -9.500692448201600217e-04 -1.075255592192031744e-03 -8.812042892036989813e-04 -8.944336770437416335e-04 -9.316213053721280734e-04
1.844813003649889538e+01 -6.778804329071429213e-04 -6.067499611585472439e-04 -6.869988858736045863e-04 -7.594037025766401695e-04 -8.559386042273276667e-04 -7.597480107783165845e-04 -6.915002392806298727e-04 -6.911845357253121628e-04
1.842241701629804851e+01 -1.015706166773480343e-03 -9.673550474731651937e-04 -1.034453308353673606e-03 -9.866670591712001573e-04 -1.221928339794239784e-03 -1.121256791350143779e-03 -1.110209832697741077e-03 -1.090229375456960078e-03
1.841661494496884544e+01 -2.327093546322950984e-03 -2.307386284983456784e-03 -2.419852149605467451e-03 -2.220568933685759805e-03 -2.566096380945152074e-03 -2.368248611032371283e-03 -2.473898854516131882e-03 -2.511411415524608063e-03
1.834264029820620223e+01 -2.567882097999373871e-03 -2.556668321341402060e-03 -2.660659614403416279e-03 -2.472427092773319974e-03 -2.825802979973163903e-03 -2.621163943997358286e-03 -2.712014210983054816e-03 -2.769089172363156486e-03
1.834264026944032722e+01 -2.808648343821997309e-03 -2.805931624141846936e-03 -2.902108974099627814e-03 -2.725163680589799860e-03 -3.079212247770459973e-03 -2.879099703459175874e-03 -2.973433945672983216e-03 -3.022038273514339977e-03
1.834263770786453662e+01 -3.049317441156674732e-03 -3.055117835659091393e-03 -3.143181059494854455e-03 -2.981896199677359655e-03 -3.341575686798471667e-03 -3.120948356424163312e-03 -3.206905062139906414e-03 -3.274653390352888233e-03
1.834263766282625596e+01 -3.290211004985246074e-03 -3.304494382169227522e-03 -3.384083015425332856e-03 -3.244716438764920149e-03 -3.603186005826483802e-03 -3.359930969389150236e-03 -3.433849138606829676e-03 -3.532121947191436441e-03
1.818887043857969843e+01 -3.788625434880401113e-03 -3.800364344701979286e-03 -3.908734359794833330e-03 -3.748973765001559991e-03 -4.082577650535811412e-03 -3.857512139686666754e-03 -3.928806293402899164e-03 -4.048074802594748070e-03
1.818887037728975997e+01 -4.287116037633669288e-03 -4.296307854587161530e-03 -4.433888800685324011e-03 -4.293104611238199655e-03 -4.562764255245139663e-03 -4.328524909984183752e-03 -4.429913928198968807e-03 -4.563525577998060571e-03
1.814350462287082522e+01 -4.196599271215366647e-03 -4.222453767320419153e-03 -4.290147468587817217e-03 -4.257424465908599999e-03 -4.512788950999219693e-03 -4.257735327267831230e-03 -4.358329813164402329e-03 -4.498641319274380643e-03
1.810682591856471646e+01 -4.086270505944571314e-03 -4.093491924626847626e-03 -4.165194929143093729e-03 -4.154578298857439581e-03 -4.406253423873488125e-03 -4.145989036298412291e-03 -4.235974456346457140e-03 -4.337590175579952162e-03
1.810682590577214413e+01 -3.975885303045703298e-03 -3.964501578013333860e-03 -4.040261547508079525e-03 -4.057338903077360032e-03 -4.271748267978471569e-03 -4.037443878832163227e-03 -4.083494801305506336e-03 -4.176832647572887788e-03
1.810682470190632287e+01 -3.865421329510935859e-03 -3.835436399017889703e-03 -3.915162745251309258e-03 -3.972107587297280147e-03 -4.158435072083456648e-03 -3.925363241365913657e-03 -3.954947626264555295e-03 -4.015698559565824069e-03
1.810682468979288018e+01 -3.755034815070727901e-03 -3.706434238863077525e-03 -3.789965481708207351e-03 -3.894156431517199757e-03 -4.054012876188440445e-03 -3.818345243899664253e-03 -3.826191251223604907e-03 -3.854250671558760027e-03
